instancia,target,seed,tempo_para_target_ms
instances/scqbf/n400p2.txt,10486.78,2096,67356
instances/scqbf/n400p2.txt,10486.78,2097,61852
instances/scqbf/n400p2.txt,10486.78,2098,67648
instances/scqbf/n400p2.txt,10486.78,2099,62447
instances/scqbf/n400p2.txt,10486.78,2100,63357
instances/scqbf/n400p2.txt,10486.78,2101,64327
instances/scqbf/n400p2.txt,10486.78,2102,65515
instances/scqbf/n400p2.txt,10486.78,2103,59298
instances/scqbf/n400p2.txt,10486.78,2104,63411
instances/scqbf/n400p2.txt,10486.78,2105,63406
instances/scqbf/n400p2.txt,10486.78,2106,65380
instances/scqbf/n400p2.txt,10486.78,2107,62490
instances/scqbf/n400p2.txt,10486.78,2108,68298
instances/scqbf/n400p2.txt,10486.78,2109,70577
instances/scqbf/n400p2.txt,10486.78,2110,65526
instances/scqbf/n400p2.txt,10486.78,2111,67525
instances/scqbf/n400p2.txt,10486.78,2112,66131
instances/scqbf/n400p2.txt,10486.78,2113,67282
instances/scqbf/n400p2.txt,10486.78,2114,67579
instances/scqbf/n400p2.txt,10486.78,2115,64910
instances/scqbf/n400p2.txt,10486.78,2116,62157
instances/scqbf/n400p2.txt,10486.78,2117,67291
instances/scqbf/n400p2.txt,10486.78,2118,59762
instances/scqbf/n400p2.txt,10486.78,2119,62771
instances/scqbf/n400p2.txt,10486.78,2120,66783
instances/scqbf/n400p2.txt,10486.78,2121,63590
instances/scqbf/n400p2.txt,10486.78,2122,64104
instances/scqbf/n400p2.txt,10486.78,2123,66593
instances/scqbf/n400p2.txt,10486.78,2124,68066
